description,industry,level,size,line_code,value
Non-managerial employees offered childcare (allowances or facilities) - yes,Arts & recreation services,1,total,C0503.01,27
Non-managerial employees offered childcare (allowances or facilities) - yes,Other services,1,total,C0503.01,186
Non-managerial employees offered childcare (allowances or facilities) - yes,total,0,total,C0503.01,4557
Non-managerial employees offered childcare (allowances or facilities) - no,total,0,6–19 employees,C0503.02,28725
Non-managerial employees offered childcare (allowances or facilities) - no,total,0,20–49 employees,C0503.02,7122
Non-managerial employees offered childcare (allowances or facilities) - no,total,0,50–99 employees,C0503.02,2127
Non-managerial employees offered childcare (allowances or facilities) - no,total,0,100+ employees,C0503.02,1722
Non-managerial employees offered childcare (allowances or facilities) - no,"Agriculture, forestry, & fishing",1,total,C0503.02,3429
Non-managerial employees offered childcare (allowances or facilities) - no,Agriculture,2,total,C0503.02,2262
Non-managerial employees offered childcare (allowances or facilities) - no,Commercial fishing,2,total,C0503.02,51
Non-managerial employees offered childcare (allowances or facilities) - no,Forestry & logging,2,total,C0503.02,255
Non-managerial employees offered childcare (allowances or facilities) - no,"Agriculture, forestry, & fishing support services",2,total,C0503.02,864
Non-managerial employees offered childcare (allowances or facilities) - no,Mining,1,total,C0503.02,102
Non-managerial employees offered childcare (allowances or facilities) - no,Manufacturing,1,total,C0503.02,4884
Non-managerial employees offered childcare (allowances or facilities) - no,"Food, beverage, & tobacco",2,total,C0503.02,1002
Non-managerial employees offered childcare (allowances or facilities) - no,"Textile, clothing, footwear, & leather",2,total,C0503.02,267
Non-managerial employees offered childcare (allowances or facilities) - no,Wood & paper product,2,total,C0503.02,471
Non-managerial employees offered childcare (allowances or facilities) - no,"Printing, publishing, & recorded media",2,total,C0503.02,237
Non-managerial employees offered childcare (allowances or facilities) - no,"Petroleum, coal, chemical, & associated product",2,total,C0503.02,411
Non-managerial employees offered childcare (allowances or facilities) - no,Non-metallic mineral product,2,total,C0503.02,180
Non-managerial employees offered childcare (allowances or facilities) - no,Metal product,2,total,C0503.02,924
Non-managerial employees offered childcare (allowances or facilities) - no,Transport and industrial machinery & equipment,2,total,C0503.02,849
Non-managerial employees offered childcare (allowances or facilities) - no,Other machinery & equipment,2,total,C0503.02,198
Non-managerial employees offered childcare (allowances or facilities) - no,Other manufacturing,2,total,C0503.02,345
Non-managerial employees offered childcare (allowances or facilities) - no,"Electricity, gas, water, & waste services",1,total,C0503.02,141
Non-managerial employees offered childcare (allowances or facilities) - no,Construction,1,total,C0503.02,5016
Non-managerial employees offered childcare (allowances or facilities) - no,Wholesale trade,1,total,C0503.02,3030
Non-managerial employees offered childcare (allowances or facilities) - no,Machinery & equipment wholesaling,2,total,C0503.02,924
Non-managerial employees offered childcare (allowances or facilities) - no,Other wholesale trade,2,total,C0503.02,2103
Non-managerial employees offered childcare (allowances or facilities) - no,Retail trade,1,total,C0503.02,4464
Non-managerial employees offered childcare (allowances or facilities) - no,Accommodation & food services,1,total,C0503.02,5340
Non-managerial employees offered childcare (allowances or facilities) - no,"Transport, postal, & warehousing",1,total,C0503.02,1548
Non-managerial employees offered childcare (allowances or facilities) - no,Information media & telecommunications,1,total,C0503.02,354
Non-managerial employees offered childcare (allowances or facilities) - no,Publishing,2,total,C0503.02,126
Non-managerial employees offered childcare (allowances or facilities) - no,Motion picture,2,total,C0503.02,117
Non-managerial employees offered childcare (allowances or facilities) - no,Telecommunications,2,total,C0503.02,105
Non-managerial employees offered childcare (allowances or facilities) - no,Financial & insurance services,1,total,C0503.02,516
Non-managerial employees offered childcare (allowances or facilities) - no,Finance,2,total,C0503.02,171
Non-managerial employees offered childcare (allowances or facilities) - no,Insurance,2,total,C0503.02,30
Non-managerial employees offered childcare (allowances or facilities) - no,Auxiliary,2,total,C0503.02,318
Non-managerial employees offered childcare (allowances or facilities) - no,"Rental, hiring, & real estate services",1,total,C0503.02,951
Non-managerial employees offered childcare (allowances or facilities) - no,"Professional, scientific, & technical services",1,total,C0503.02,4230
Non-managerial employees offered childcare (allowances or facilities) - no,Computer systems design,2,total,C0503.02,750
Non-managerial employees offered childcare (allowances or facilities) - no,Other professional scientific,2,total,C0503.02,3483
Non-managerial employees offered childcare (allowances or facilities) - no,Administrative & support services,1,total,C0503.02,1590
Non-managerial employees offered childcare (allowances or facilities) - no,Education & training,1,total,C0503.02,639
Non-managerial employees offered childcare (allowances or facilities) - no,Health care & social assistance,1,total,C0503.02,1917
Non-managerial employees offered childcare (allowances or facilities) - no,Arts & recreation services,1,total,C0503.02,441
